User Id,User Name,Email,Job Title Id,Platform Role Id
4885130b-2503-4e3a-8c94-4cff13f9861e,Aaliyah Kowalski,aaliyah.kowalski@example.com,32ca69fb-18c7-4af7-96b9-5d72782fa123,5b37c228-6d21-4187-b8a2-3139a9a420a4
4563477f-33fb-472e-90b8-8c95da705ac8,Mateo Boateng,mateo.boateng@example.com,ab074628-2616-43c7-b1c0-65ddb8663f82,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
1b6a666e-3629-4217-9534-3b4ca8aab1bf,Priya Cohen,priya.cohen@example.com,4bc6ede8-15b2-451c-b0a6-1bb3c2c87519,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
a6d9a334-9b71-4edc-8c48-38178be9efa8,Liam Patel,liam.patel@example.com,c106baf2-30b4-4e0e-86f1-cc5a13ef390a,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
bd9c3fd3-aaf0-48fd-bfdb-56cd2d267edc,Fatima Jorgensen,fatima.jorgensen@example.com,46619af7-bee0-435c-80eb-35907d9cf170,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
59a4c106-3b9d-4a9c-b117-18e2074a9df7,Chen Liu,chen.liu@example.com,73c95403-e79d-4977-81ab-61fb0990b476,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
ac950596-2da5-493a-a1e1-5b0ff8c4b092,Sofia Delgado,sofia.delgado@example.com,fefcb0a9-5e35-41a7-baa7-2be57bddf02d,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
43a5625d-5a0a-4e68-b37f-6400604e0fc3,Kwame Bianchi,kwame.bianchi@example.com,f9b6641f-c902-4b47-944b-e2e5f714a16c,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
bd30197c-125c-4419-89e4-d48fbd95fd5f,Yuki Mensah,yuki.mensah@example.com,3813af36-62d5-4ace-ab6e-8ac947a5d950,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
940bbc95-fc77-404b-94f9-ddf749447f34,Diego Vargas,diego.vargas@example.com,16b3fed4-6271-46f6-8204-f7961c952cbd,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
2d20092d-19f7-4818-8a7f-c0e23cb941c3,Amara Lindqvist,amara.lindqvist@example.com,97c68fc9-8476-4fba-8383-fa958bb1f3ea,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
629ba3a0-e1d2-4cb2-bdac-3acd410e0840,Noah Sorensen,noah.sorensen@example.com,d6bc34b5-23b3-4f72-9d16-0919e21b2a64,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
dc7ef9bf-616d-4e07-b832-4e332d0408d7,Ananya Novak,ananya.novak@example.com,d318bf37-a704-4e8c-be2c-71d22e727a18,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
c3f8d359-1306-4549-8df0-23dd0678a2ba,Omar Reddy,omar.reddy@example.com,295aa200-dc36-4b74-b4b7-40b2d3582b44,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
388e6e02-9285-480a-941a-2370e8c7d4c8,Isabella Romano,isabella.romano@example.com,e62a3f06-ef11-46f4-be18-2d4c6bea66d1,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
09fd2943-eb17-45b3-a1a9-0d8e3ef2a314,Jamal Oyelaran,jamal.oyelaran@example.com,03659020-6917-439f-83c1-148d9b8099e7,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
7f7c4fba-6129-4eb6-8430-008e53cbc88b,Mei Andersson,mei.andersson@example.com,92a3a80c-a849-400f-af09-583f77539f44,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
e8198561-d99d-4e07-8484-e4e68f9cafb4,Lucas Diallo,lucas.diallo@example.com,4bd88819-8aff-46ad-8e23-b0bb7e9699b0,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
7f6fbb8f-d178-4899-8904-de75c4801c12,Zara Mbeki,zara.mbeki@example.com,b93e9286-f295-4ec5-8793-86eb6fead1c8,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
f9dea39f-54c2-4e5a-80bd-d1e3f1997917,Hiroshi Haugen,hiroshi.haugen@example.com,fda02fc4-8023-40bc-8ae9-961a4f962d62,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
4e30457c-9428-48c8-8827-05cde93782c2,Camila Osei,camila.osei@example.com,ab3f693b-d022-480a-a3a0-13755d5e21fd,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
c0f76fa9-19f3-40aa-8aaf-8cfaa2853814,Tariq Tanaka,tariq.tanaka@example.com,674671b6-8bb3-46b4-89d8-fd2d3ced8f51,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
7056bebd-210f-4400-9689-4962219315f1,Ingrid Eze,ingrid.eze@example.com,82854fc1-d670-4a59-9616-c99acdd8b951,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
709c30bf-5cf7-4d2c-9eac-1e3f8ac8693c,Santiago Ramirez,santiago.ramirez@example.com,5db77c3e-b5f4-42b6-9e9e-c8cff6105516,5b37c228-6d21-4187-b8a2-3139a9a420a4
7879edb9-752b-46f3-a5b3-63abbc197d1d,Leila Vasquez,leila.vasquez@example.com,5c8eff8b-2bae-4a21-8a27-bc6aa66297df,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
654709cc-961c-4f73-9ffe-1b6e79461b18,Andre Hassan,andre.hassan@example.com,94d9153d-1b13-4e2b-95d5-8311ea3d15ad,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
b32d6f9b-c04c-47d4-a145-081b3c4dc310,Nadia Al-Farsi,nadia.al-farsi@example.com,247b4f90-a788-42db-aa4b-a6971c97276a,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
fa65b4ef-fb6a-47f3-bde4-cdacaea3e4c2,Ravi Chowdhury,ravi.chowdhury@example.com,627296d5-9796-466d-896b-03b066446030,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
5cce5a8f-bebd-4030-8ae2-8e11e29822ab,Elena Dubois,elena.dubois@example.com,b9990e62-40be-462e-b80b-dbf8e367e6be,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
78406e23-8fed-4ce3-9bae-3c5a0d9ee70b,Kofi Haddad,kofi.haddad@example.com,85fa7775-0bed-40d7-b3a9-f2d5e11f4d39,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
04c35660-6a38-40e5-91f7-af00c65586c3,Marisol Ferreira,marisol.ferreira@example.com,b801f3a7-adcd-4582-85d6-bed0b987cdbe,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
8f5a2fbe-d0fe-46ed-9cf0-8aa6018d31cf,Dmitri Petrov,dmitri.petrov@example.com,079fdeb3-1809-4a93-af57-c79279a588db,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
1685172d-37ef-43c3-87eb-69ee90a98118,Aisha Iqbal,aisha.iqbal@example.com,92e4c07a-2828-4756-a08f-ed11f523b7cb,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
6ffe3b8f-c193-4131-b950-99555e482323,Sebastian Yamamoto,sebastian.yamamoto@example.com,b4d362be-acea-442a-a5e1-5c4f49e7eaa2,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
01793b51-a69c-4e11-8414-82d84a7a7222,Thandiwe Garcia,thandiwe.garcia@example.com,2b3d6db6-ac3c-483e-9c32-dd06f62de0de,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
86d75c4c-896e-41cd-ac01-90d4b33d73e9,Hassan Sharma,hassan.sharma@example.com,9aef9125-80c7-46b9-b89c-caba1839cdf4,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
0bbf71a2-c2d5-4f5d-b8c5-ffbaea80987d,Freya Adeyemi,freya.adeyemi@example.com,a7a27cb4-954c-4a66-9bc4-e791a340cd5c,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
e1cf05bc-a800-4100-bb63-0fec456d2d6c,Rafael Okafor,rafael.okafor@example.com,1dce92dd-f39e-4803-a093-80ac3b834af4,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
3058dad6-4563-4b83-8f41-6d1756a6d4e3,Ling Silva,ling.silva@example.com,fe9197ff-a58b-4123-848e-4d0707fdd322,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
e58c4aa7-adfc-47f5-8f7f-ffcce5b3a8c8,Mateus Fernandes,mateus.fernandes@example.com,c7288f27-5e2d-4127-bd5c-4f5d689818d6,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
7883543d-7acf-45e7-b461-a94a36e44d2b,Esperanza Mwangi,esperanza.mwangi@example.com,8c9d050b-7093-4e26-944e-20c0adc8f22d,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
dad362a5-d2ed-404f-9f2f-f3344968145b,Bjorn Kaur,bjorn.kaur@example.com,ffeacc1a-d6b1-4c18-9e27-4ad0d78d0529,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
790cc0da-a3c2-448c-a876-a0d895904fd5,Saanvi Zhang,saanvi.zhang@example.com,7f5112d2-ea89-40fd-8906-1e292d58acd7,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
1c3934e4-cb7c-437f-a3c4-8c5f6c38cca7,Idris Kovac,idris.kovac@example.com,dabb5a8c-efbb-4070-a75f-b8870ee8861a,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
8934b1d8-4136-4f82-bb03-78e725e259e2,Carmen Santos,carmen.santos@example.com,79cf8452-fece-4aac-844f-a9f241620cc0,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
8f70f646-ae9d-4757-9c0e-06a923868a28,Wei Costa,wei.costa@example.com,098ca275-9396-4f6b-bdb1-426a1f058a5b,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
1415eb2e-5b01-41bd-bc8d-6d6d41403929,Anika Castillo,anika.castillo@example.com,9c1d11c3-daaf-4297-a342-6f7499a430f3,5b37c228-6d21-4187-b8a2-3139a9a420a4
448d1245-743d-4f8d-942d-a7083f4da31b,Joaquin Okonkwo,joaquin.okonkwo@example.com,58c88a08-1afe-456e-802e-ee824151bac7,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
302684f2-c6b3-4608-bc83-e888508aae5e,Naomi Lindgren,naomi.lindgren@example.com,e4b7cbd1-c915-4592-abfa-3952bf689595,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
12ca9bd7-7e4c-4bba-a5a5-f7941a9df660,Tobias Suzuki,tobias.suzuki@example.com,799eaba1-80f2-4a16-8881-5050c30408a2,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
5b29fa49-cecd-4d37-aebf-d55760207302,Layla Nguyen,layla.nguyen@example.com,32ca69fb-18c7-4af7-96b9-5d72782fa123,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
d42a13c1-5ea3-4e23-a6a7-234feb910cd3,Emeka Wang,emeka.wang@example.com,ab074628-2616-43c7-b1c0-65ddb8663f82,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
5592377c-8c19-42a7-b3c1-5d8f5789a47d,Valentina Johnson,valentina.johnson@example.com,4bc6ede8-15b2-451c-b0a6-1bb3c2c87519,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
71a64ff5-70d4-4b75-ae79-360e01729d98,Hana Park,hana.park@example.com,c106baf2-30b4-4e0e-86f1-cc5a13ef390a,fbb76dd1-211d-445e-9e9c-16d8e6c460c9
